file,emotion,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
wbvcxzoj_4,fear,0.4046011567115783,0.1984530240297317,0.4513967335224151,0.3821090459823608,0.0884426534175872,0.0,0.1410743594169616,0.0061302985996007,1.0,0.0232483223080635,0.1275896430015564,0.544612467288971,0.4553152918815613,0.0,0.3360041975975036,0.1535596996545791,0.9723526835441588,0.4107614457607269,0.206761360168457,0.0681975111365318
ujcacmbh_4,fear,0.3934687077999115,0.1669758707284927,0.4491036534309387,0.4268926680088043,0.1129960715770721,0.0,0.1828614473342895,0.8291532397270203,0.0,0.0480926558375358,0.1467975229024887,0.0765934661030769,0.2708346545696258,0.0,0.2679696977138519,0.0998827517032623,0.8737101554870605,0.2027767896652221,0.3615102767944336,0.040261622518301
daeooohn_4,fear,0.2370519936084747,0.1765675395727157,0.0811361670494079,0.4599159657955169,0.0428311452269554,0.0,0.0988450869917869,0.0011483129346743,0.0,0.0335194952785968,0.3773708939552307,0.0853966102004051,0.372264951467514,0.0,0.4150950610637665,0.4979898929595947,0.013826161623001,0.0690715089440345,0.197806254029274,0.0343214981257915
hqwvrptm_4,fear,0.548956036567688,0.5848665237426758,0.0982027724385261,0.4765626788139343,0.1214477643370628,0.0,0.12970632314682,0.0219982303678989,0.0,0.0713217481970787,0.507398784160614,0.0662486776709556,0.3155765831470489,1.0,0.2372420579195022,0.087939865887165,0.965033769607544,0.5251795053482056,0.0832319259643554,0.1448374390602111
ukaizipb_4,fear,0.3012757003307342,0.2107007950544357,0.2993749976158142,0.7211207151412964,0.0765711814165115,0.0,0.1393424719572067,0.0563036017119884,1.0,0.0433630682528018,0.2958105802536011,0.3649380207061767,0.3641549050807953,0.0,0.6847670078277588,0.452197790145874,0.0185801107436418,0.2205131500959396,0.1536879390478134,0.1062631085515022
fkqbgcxd_4,fear,0.4528400897979736,0.3485431373119354,0.1659192442893982,0.5776181221008301,0.049910519272089,0.0,0.077261097729206,0.0030034647788852,0.0,0.0153144057840108,0.1206695735454559,0.1022220104932785,0.2085478603839874,0.0,0.1536175012588501,0.1987767219543457,0.4898958504199981,0.3099453449249267,0.1059533059597015,0.0236241444945335
afmmkbmv_4,fear,0.1941351741552353,0.1729889065027237,0.160738468170166,0.5757896304130554,0.0866632536053657,0.0,0.1099829599261283,0.0019763016607612,1.0,0.0179896969348192,0.0899967029690742,0.06338532269001,0.3795243501663208,0.0,0.3105935752391815,0.1829588562250137,0.6114519834518433,0.1251880079507827,0.0110416840761899,0.026482855901122
yfatfsqw_4,fear,0.3728821873664856,0.2704894244670868,0.3780910670757293,0.730037271976471,0.0491708256304264,0.0,0.1185236349701881,0.0010206301230937,0.0,0.028768615797162,0.1432724744081497,0.1097879335284233,0.319423496723175,0.0,0.1881063133478164,0.0545593425631523,0.8766645193099976,0.6156364679336548,0.0844646394252777,0.0362496301531791
fumoytqb_4,fear,0.7254999279975891,0.6064792275428772,0.3827375173568725,0.44193896651268,0.1541894227266311,0.0,0.2294080406427383,0.1623228341341018,0.0,0.0624325573444366,0.0881948322057724,0.0544145889580249,0.2764832079410553,1.0,0.4419207572937011,0.0087836617603898,0.999979853630066,0.8563218712806702,0.0488563030958175,0.2201660573482513
gbtennfy_4,fear,0.679004967212677,0.2056679427623748,0.8287174105644226,0.3669367134571075,0.0756568238139152,0.0,0.095682717859745,0.0032321235630661,0.0,0.0111101353541016,0.1092085316777229,0.4140022397041321,0.5257540345191956,0.0,0.3125304877758026,0.2904277145862579,0.9741869568824768,0.0670322924852371,0.2179720252752304,0.041541151702404
ldmjspuq_4,fear,0.4818426072597503,0.4849214553833008,0.160550832748413,0.5381871461868286,0.0615014433860778,0.0,0.0742428600788116,0.0001950376608874,0.0,0.0090429671108722,0.0640575960278511,0.1042385250329971,0.353936493396759,0.0,0.3282415568828583,0.0457654111087322,0.9975435137748718,0.4676069617271423,0.0564370788633823,0.0431680269539356
goxktaqb_4,fear,0.7080563902854919,0.4388665854930877,0.2018474042415619,0.5375446677207947,0.1235443502664566,0.0,0.1496037989854812,0.1673234701156616,0.0,0.0434583909809589,0.1597876846790313,0.2702428996562958,0.3141339719295501,0.0,0.1276813298463821,0.1229598149657249,0.8349212408065796,0.1407413333654403,0.1268600523471832,0.080030046403408
clenjojo_4,fear,0.1783928126096725,0.186569795012474,0.3083125650882721,0.4825722873210907,0.0832846388220787,0.0,0.0944817811250686,0.0040761958807706,1.0,0.0372689068317413,0.1770851165056228,0.3073622286319732,0.501034140586853,0.0,0.4136554002761841,0.4069551229476928,0.7777245044708252,0.1724072247743606,0.368749588727951,0.0382574871182441
qhycvmkg_4,fear,0.7674566507339478,0.5852381587028503,0.2489437013864517,0.5643246173858643,0.2167771458625793,0.0,0.1847172528505325,0.0515154525637626,0.0,0.1519131958484649,0.4516977965831756,0.4182969927787781,0.4683939516544342,1.0,0.5310872793197632,0.0406105257570743,0.9992820620536804,0.8870881199836731,0.3186689615249634,0.0622544661164283
exxtqpvs_4,fear,0.4664397239685058,0.2956984937191009,0.3235746920108795,0.4162237346172333,0.0994337201118469,0.0,0.14722441136837,0.0130524057894945,1.0,0.0312645062804222,0.1195489466190338,0.2987995147705078,0.2873336672782898,0.0,0.1921455413103103,0.2866768836975097,0.541471540927887,0.2443385273218155,0.3164823949337005,0.0315241329371929
btyqkxcl_4,fear,0.3892033100128174,0.1534121036529541,0.7178095579147339,0.5827273726463318,0.1446303427219391,0.0,0.2405117750167846,0.0124360416084527,0.0,0.0670348405838012,0.1113917529582977,0.0641674771904945,0.2928266525268554,1.0,0.218454897403717,0.01338183414191,0.9994696974754332,0.8005973696708679,0.1005899906158447,0.0585503093898296
meiyobyj_4,fear,0.4178682267665863,0.3616566359996795,0.6605880260467529,0.3646805584430694,0.0841859877109527,0.0,0.0835259407758712,0.1669611930847168,0.0,0.0227636154741048,0.3054789900779724,0.3917631506919861,0.5134806632995605,0.0,0.5394213199615479,0.6408268213272095,0.0147404372692108,0.057479802519083,0.143704816699028,0.0240351799875497
ajtuufvn_4,fear,0.4564683437347412,0.3118989467620849,0.3478753566741943,0.3412132859230041,0.1105513945221901,0.0,0.0917773321270942,0.0030883159488439,0.0,0.0177508257329463,0.086898535490036,0.0427210256457328,0.4997463226318359,0.0,0.1630035936832428,0.4573895335197449,0.1686463803052902,0.0682445168495178,0.1340114027261734,0.0698263570666313
dgcaqtes_4,fear,0.457980751991272,0.1706026643514633,0.2539758384227752,0.6003270745277405,0.062394231557846,0.0,0.1130582839250564,0.0019211383769288,0.0,0.0171521175652742,0.1400575637817382,0.2268556356430053,0.2506060302257538,0.0,0.2854419350624084,0.228508859872818,0.1719008535146713,0.0483174324035644,0.367990493774414,0.0328723788261413
dbvsviiy_4,fear,0.7542312145233154,0.4299624264240265,0.8121697902679443,0.3328376114368438,0.0980811640620231,0.0,0.1550276726484298,0.0735228434205055,0.0,0.0154451746493577,0.1471904665231704,0.3017012476921081,0.551660418510437,0.0,0.5076631307601929,0.0283909924328327,0.992668628692627,0.7789368033409119,0.059164073318243,0.0275613479316234
hbtaudoz_4,fear,0.5502343773841858,0.2011655420064926,0.506752610206604,0.4075465798377991,0.0870035290718078,0.0,0.1482253074645996,0.0825815722346305,0.0,0.1023516207933425,0.2566660940647125,0.5648707151412964,0.5551658868789673,0.0,0.5597745180130005,0.7516255378723145,0.0203013699501752,0.1651606112718582,0.7544898986816406,0.0474698692560195
evvxeiuw_4,fear,0.5859776139259338,0.3571783602237701,0.2859862148761749,0.7119014859199524,0.0481083653867244,0.0,0.1387861222028732,0.0030174560379236,1.0,0.0205119270831346,0.2303436249494552,0.2295681685209274,0.3845177888870239,0.0,0.2348878234624862,0.4498261511325836,0.0188656132668256,0.1609687209129333,0.2975440621376037,0.0395660698413848
tasnkjwm_4,fear,0.5026659965515137,0.1560843884944915,0.619481086730957,0.5267639756202698,0.0959504693746566,0.0,0.1144460216164588,0.0052507333457469,0.0,0.0262995846569538,0.1052577048540115,0.0719468370079994,0.2988383769989013,1.0,0.2932255566120147,0.0369454845786094,0.9957770109176636,0.726608395576477,0.2082364112138748,0.0911154448986053
sgnvqaog_4,fear,0.404414415359497,0.2314039766788482,0.5622367858886719,0.5561859011650085,0.0749270841479301,0.0,0.1627392321825027,0.0023654925171285,0.0,0.0246720425784587,0.0798010304570198,0.1699156463146209,0.5388631820678711,0.0,0.1687999665737152,0.1969033926725387,0.8318051099777222,0.109582744538784,0.0663827955722808,0.0651603639125824
sgnvqaog_4,fear,0.3905644714832306,0.2631370723247528,0.2232144325971603,0.697424590587616,0.0483241602778434,0.0,0.1320219039916992,1.0670819392544215e-06,1.0,0.0237680990248918,0.1228113695979118,0.2154716551303863,0.4716617465019226,0.0,0.3092387914657593,0.1066313087940216,0.3658777773380279,0.1064342334866523,0.0373185165226459,0.039392814040184
gkocxvsy_4,fear,0.2509026825428009,0.0838842466473579,0.6222115755081177,0.4286589920520782,0.0397262051701545,0.0,0.1331993788480758,0.0228123757988214,0.0,0.0121096633374691,0.3255697786808014,0.2006627470254898,0.3267968893051147,0.0,0.3500496745109558,0.4127359390258789,0.0350506342947483,0.087151437997818,0.5169171690940857,0.044529877603054
gakfxtzi_4,fear,0.6715524196624756,0.5161824226379395,0.1544795930385589,0.7192288637161255,0.0461950860917568,0.0,0.1294630914926529,0.0090317018330097,0.0,0.0250235293060541,0.1301323324441909,0.3247017860412597,0.1877579689025879,0.0,0.1517223864793777,0.1725424975156784,0.5336962342262268,0.2535435259342193,0.2439052015542984,0.0313471555709838
irdjryzs_4,fear,0.4563215374946594,0.2612829208374023,0.3152682483196258,0.5778920650482178,0.0426704250276088,0.0,0.1310866624116897,0.1279032379388809,0.0,0.0273977387696504,0.1875820606946945,0.2630783021450043,0.3555156290531158,0.0,0.1416807323694229,0.234316200017929,0.0870481207966804,0.1371264904737472,0.3974789083003998,0.0364028327167034
vbvvpdxf_4,fear,0.6022069454193115,0.2440800666809082,0.8561456799507141,0.4276681542396545,0.1529703289270401,0.0,0.1177792325615882,0.3663637340068817,1.0,0.0332979671657085,0.0975037962198257,0.2679370641708374,0.3817048072814941,1.0,0.422524631023407,0.0253137685358524,0.9967275857925416,0.6457719206809998,0.2193750739097595,0.0535259768366813
uvzygcar_4,fear,0.4067907631397247,0.1496158391237259,0.855678141117096,0.3988337516784668,0.0769991725683212,0.0,0.1002590134739875,0.0431418903172016,0.0,0.0145363919436931,0.0671653673052787,0.1949124187231063,0.5704496502876282,0.0,0.4832636415958404,0.0540301017463207,0.9466373324394226,0.3219844102859497,0.0544773116707801,0.1143155768513679
smcsbniz_4,fear,0.350784957408905,0.0996069982647895,0.6942442059516907,0.3814821541309356,0.0955259576439857,0.0,0.1630805730819702,0.3802419006824493,1.0,0.0416103638708591,0.2011087834835052,0.7397220730781555,0.4781681001186371,0.0,0.4092491865158081,0.4390100240707397,0.0602843090891838,0.0321338288486003,0.1748455464839935,0.0328370556235313
fjdchksk_4,fear,0.5698829889297485,0.0934013128280639,0.3554959297180176,0.483563482761383,0.0633386522531509,0.0,0.1298936605453491,0.0330833680927753,0.0,0.0142470290884375,0.1537102162837982,0.2705431878566742,0.293716698884964,0.0,0.2143008112907409,0.2512482106685638,0.6654422879219055,0.1392695903778076,0.0359911881387233,0.0367789417505264
lmhjqwtk_4,fear,0.1661606878042221,0.260294646024704,0.0419435687363147,0.7213186025619507,0.072826974093914,0.0,0.1119915544986724,0.0005328856641426,0.0,0.0301748346537351,0.1490932404994964,0.1079382896423339,0.3772482275962829,0.0,0.1399685740470886,0.2416104972362518,0.0895639136433601,0.2572801113128662,0.1082745864987373,0.0225239917635917
efgjacxg_4,fear,0.87037193775177,0.5295076370239258,0.2277856171131134,0.4148127734661102,0.0753735974431037,0.0,0.0737047865986824,0.0690410435199737,0.0,0.01853016205132,0.2494744658470153,0.5708724856376648,0.420888602733612,0.0,0.3232145309448242,0.1568727642297744,0.3648115396499634,0.3803600370883941,0.0944056063890457,0.0257384832948446
efgjacxg_4,fear,0.9116001129150392,0.6143978834152222,0.251537561416626,0.5222916603088379,0.0472812987864017,0.0,0.0987543389201164,0.0058548571541905,0.0,0.023773580789566,0.2492586374282837,0.6220154762268066,0.6651883721351624,0.0,0.5198149085044861,0.340429276227951,0.0591038279235363,0.1857651621103286,0.2020776122808456,0.0534662157297134
ufuclevf_4,fear,0.4722658991813659,0.1837522685527801,0.2325347661972046,0.7015978097915649,0.0579826310276985,0.0,0.1217073649168014,0.0481618382036685,0.0,0.0379249043762683,0.1502123326063156,0.0916570648550987,0.2690733671188354,0.0,0.4550321698188782,0.2309754788875579,0.9056846499443054,0.1449205577373504,0.1659130156040191,0.0441567599773407
ufuclevf_4,fear,0.1974823474884033,0.2428139448165893,0.163070797920227,0.4134064614772796,0.38716921210289,0.0,0.3850556313991546,0.0843374878168106,0.0,0.2667600512504577,0.4896202683448791,0.0813209861516952,0.4701055586338043,0.0,0.499311089515686,0.4824806749820709,0.056086178869009,0.0492801889777183,0.111700914800167,0.5962457060813904
rahckqim_4,fear,0.5845840573310852,0.3617741763591766,0.624791145324707,0.7466628551483154,0.1181751638650894,0.0,0.1207373663783073,0.01720573566854,0.0,0.0317893177270889,0.0910176783800125,0.271724671125412,0.5000231266021729,0.0,0.2827590703964233,0.0985621660947799,0.9320372939109802,0.3280415534973144,0.0450838431715965,0.1087475419044494
urutnprm_4,fear,0.2857542932033539,0.1427077353000641,0.1180968210101127,0.5107938647270203,0.0629475265741348,0.0,0.0811648592352867,0.0124662443995475,0.0,0.0563550926744937,0.3351027369499206,0.1447842121124267,0.3021523058414459,0.0,0.2883239984512329,0.2021027207374572,0.9923130869865416,0.7050824165344238,0.2822743356227875,0.0249728597700595
dhssmtlo_4,fear,0.3498795330524444,0.1841135174036026,0.3188275694847107,0.4555189907550812,0.1095071509480476,0.0,0.1451816707849502,0.2454189956188202,0.0,0.1503234803676605,0.1276013404130935,0.2902941405773163,0.5233089923858643,0.0,0.7071143388748169,0.6811069846153259,0.0296398382633924,0.2668381929397583,0.0642831027507782,0.1615956574678421
lcwmdtvs_4,fear,0.5962899923324585,0.3346998989582062,0.7024569511413574,0.4010869264602661,0.0804846286773681,0.0,0.16961270570755,0.6209866404533386,0.0,0.0297970790416002,0.3040150105953216,0.7118431329727173,0.5375983715057373,0.0,0.48145791888237,0.5658165216445923,0.4940993785858154,0.2534351944923401,0.2416047602891922,0.0359089039266109
fkioonhe_4,fear,0.5274221897125244,0.4190506637096405,0.1645354777574539,0.6916955709457397,0.0727341920137405,0.0,0.0981626212596893,0.0601715892553329,0.0,0.0169667694717645,0.1518038362264633,0.4196259379386902,0.3887181878089905,0.0,0.2939933240413666,0.0434354543685913,0.9681808948516846,0.1327236443758011,0.0344887636601924,0.0554653219878673
ibmxhcuo_4,fear,0.2238736599683761,0.1284023821353912,0.5915940999984741,0.5428193211555481,0.0697860419750213,0.0,0.1085004061460495,0.0115780234336853,0.0,0.0095290541648864,0.1138170659542083,0.1413084119558334,0.6256317496299744,0.0,0.6729101538658142,0.4275732636451721,0.0103568704798817,0.0272776838392019,0.374757170677185,0.0625810697674751
gwanfvtc_4,fear,0.5255501866340637,0.3326326310634613,0.2244758307933807,0.3295645117759704,0.1120730638504028,0.0,0.2143736630678177,0.0050587165169417,1.0,0.0345901474356651,0.1391786187887191,0.2998023927211761,0.4092927873134613,0.0,0.4560602605342865,0.3064931035041809,0.176183134317398,0.1279159039258957,0.4866599440574646,0.0779206603765487
vfihrvrg_4,fear,0.2450818866491317,0.0932864993810653,0.6255998015403748,0.3556810915470123,0.2278073877096176,0.0,0.2379843592643737,0.1499010026454925,0.0,0.0991206839680671,0.1110927015542984,0.1436929702758789,0.2295165359973907,1.0,0.2301986962556839,0.0068275528028607,0.9999943971633912,0.9358876347541808,0.0413564778864383,0.1334983557462692
ngvovohy_4,fear,0.5565464496612549,0.3480195701122284,0.2258212268352508,0.584437370300293,0.1549569964408874,1.0,0.1784361153841018,0.0750495642423629,0.0,0.0498736351728439,0.2745185494422912,0.411060631275177,0.3305718898773193,1.0,0.4405402541160583,0.0906998291611671,0.9850495457649232,0.5257349014282227,0.0513487718999385,0.0791545212268829
fsypdekv_4,fear,0.5537964701652527,0.3244028091430664,0.6773694157600403,0.3436031937599182,0.0722023770213127,0.0,0.0964604243636131,0.0024105899501591,0.0,0.0122173018753528,0.0558113418519496,0.4212654232978821,0.4973035752773285,0.0,0.2720824182033539,0.1907877177000045,0.9920921921730042,0.2364099025726318,0.0667574480175972,0.0439115017652511
vkdjxbnc_4,fear,0.446195900440216,0.1141862273216247,0.8440897464752197,0.4273658096790313,0.2259521633386612,0.0,0.3185305297374725,0.7774496674537659,1.0,0.1244404166936874,0.4893099367618561,0.2027319818735122,0.3027682602405548,1.0,0.7880541682243347,0.024398261681199,0.9999850988388062,0.939621925354004,0.103152684867382,0.1377846449613571
dlgnosdi_4,fear,0.7523500919342041,0.5248881578445435,0.6741965413093567,0.4492194950580597,0.1427169293165207,0.0,0.1606814861297607,0.0068539846688508,0.0,0.0656186640262603,0.1444237828254699,0.2038652598857879,0.3584949970245361,1.0,0.1363701224327087,0.016117999330163,0.9989787340164183,0.785323977470398,0.0678103491663932,0.2174126505851745
naqtgror_4,fear,0.4151497185230255,0.222169816493988,0.3485221266746521,0.414580225944519,0.1660715937614441,0.0,0.1377831399440765,0.1107860505580902,0.0,0.088846169412136,0.1305983513593673,0.1733053475618362,0.3599203824996948,1.0,0.300879031419754,0.0565790683031082,0.9884920120239258,0.6154502630233765,0.0251108612865209,0.0572525523602962
dhjzsbau_4,fear,0.5178588628768921,0.1926867961883545,0.4219801425933838,0.7141515612602234,0.072829321026802,0.0,0.1534573584794998,0.0004638839163817,1.0,0.0284387785941362,0.0909509882330894,0.3029086887836456,0.2712665498256683,0.0,0.1397323906421661,0.1092335060238838,0.2277206182479858,0.0784670487046241,0.2392627596855163,0.0373920463025569
czbedhbz_4,fear,0.3399811089038849,0.2279167175292968,0.3557074666023254,0.3849103450775146,0.0726950243115425,0.0,0.124979943037033,0.1229466274380683,0.0,0.0286649018526077,0.5217185616493225,0.2283585220575332,0.3022255599498749,0.0,0.3865167498588562,0.6705886721611023,0.9503772854804992,0.2847020030021667,0.5192908644676208,0.0373736172914505
gmokrpzo_4,fear,0.7691372632980347,0.4216048717498779,0.5958099365234375,0.5605557560920715,0.0625763908028602,0.0,0.1498546153306961,0.0714544877409935,0.0,0.0205581206828355,0.2284003645181656,0.6725378632545471,0.7444334626197815,0.0,0.5847017765045166,0.8028321862220764,0.3255995512008667,0.4030677080154419,0.3651843667030334,0.0397719517350196
pspcplzx_4,fear,0.3782356679439544,0.3382643759250641,0.4381307065486908,0.728272020816803,0.0788942724466323,0.0,0.1419516801834106,0.576564610004425,1.0,0.0203024465590715,0.0920910537242889,0.2458739727735519,0.2491111010313034,0.0,0.2465134114027023,0.1339194327592849,0.8343665599822998,0.0611822567880153,0.0795154869556427,0.0281164161860942
pdvvofpy_4,fear,0.7575305104255676,0.6057021617889404,0.2114952951669693,0.7190316319465637,0.0868211016058921,0.0,0.1427942365407943,0.0018226859392598,0.0,0.03232928737998,0.1390509158372879,0.4527063071727752,0.5204975008964539,0.0,0.3901865780353546,0.3007892072200775,0.1208589375019073,0.1970293223857879,0.2739186584949493,0.077842429280281
ruowisgn_4,fear,0.6773269772529602,0.4178377389907837,0.2252433151006698,0.7307229042053223,0.1318788379430771,0.0,0.1187428161501884,0.2105466872453689,1.0,0.0331861563026905,0.1207916066050529,0.0887951180338859,0.2963585555553436,1.0,0.1854201555252075,0.0186860896646976,0.996960699558258,0.8341519236564636,0.1908154040575027,0.0435447394847869
zilyiuwl_4,fear,0.4180390834808349,0.2658574283123016,0.2852415740489959,0.5260129570960999,0.0896655470132827,0.0,0.0955604910850524,0.020873112604022,1.0,0.0262416433542966,0.0764513239264488,0.1772900968790054,0.315207302570343,0.0,0.1055500954389572,0.0133135598152875,0.9624870419502258,0.6448941826820374,0.071453109383583,0.0646681562066078
ammtdcie_4,fear,,,,,,,,,,,,,,,,,,,,
okrgnxcq_4,fear,0.791267991065979,0.60295569896698,0.1073773130774498,0.3729593753814697,0.0653474926948547,0.0,0.1014520898461341,0.0373478643596172,0.0,0.0425335429608821,0.1645217090845108,0.4866379797458648,0.3193222284317016,0.0,0.261687695980072,0.0354072228074073,0.9984643459320068,0.9437012076377868,0.1199631690979003,0.0735476166009903
jfhjfvod_0,fear,0.3926343321800232,0.2053993940353393,0.2679475545883178,0.3812412023544311,0.0692754238843917,0.0,0.1128977760672569,0.0105763049796223,0.0,0.0273402333259582,0.1625416576862335,0.4163467586040497,0.3574749529361725,0.0,0.2668764591217041,0.0659085810184478,0.5126596689224243,0.2516361474990845,0.1178010106086731,0.0494218654930591
mjpjalwd_4,fear,0.5579884052276611,0.2264022380113601,0.3256591558456421,0.7045769095420837,0.0767298489809036,0.0,0.1026759818196296,0.0035322909243404,0.0,0.0236185900866985,0.1285169869661331,0.3484995365142822,0.4781256914138794,0.0,0.2275401949882507,0.2866677939891815,0.0021315941121429,0.07101771235466,0.1338927894830703,0.0398415848612785
nvpbkild_4,fear,0.652101457118988,0.4088984727859497,0.2438364326953888,0.6530754566192627,0.0752712562680244,0.0,0.1575531661510467,0.0074209966696798,0.0,0.0384865291416645,0.1061955168843269,0.1747756004333496,0.4560432434082031,0.0,0.2556072771549225,0.1515371352434158,0.9864667057991028,0.1360679268836975,0.4523093998432159,0.1306641101837158
opapfkek_4,fear,0.3980199098587036,0.1610088646411895,0.9066962599754332,0.2393442392349243,0.1821785420179367,0.0,0.5481882691383362,0.1516970843076706,1.0,0.0435268394649028,0.0954039841890335,0.4827092289924621,0.3359525799751282,0.0,0.4702111482620239,0.067776583135128,0.9978854060173036,0.2064423263072967,0.0518008545041084,0.6653350591659546
labepwsw_4,fear,0.7284405827522278,0.2523242235183716,0.8235292434692383,0.3346098363399505,0.1302324384450912,0.0,0.1699187606573104,0.167225033044815,0.0,0.0317059010267257,0.2147876024246215,0.4220554232597351,0.4111977219581604,1.0,0.3137002885341644,0.0376617237925529,0.967117965221405,0.729729950428009,0.0295010134577751,0.1107826232910156
gqtbiuyj_4,fear,0.6185193657875061,0.2522205710411072,0.1965099871158599,0.7204936742782593,0.0398292131721973,0.0,0.1140550822019577,0.0108021674677729,0.0,0.0105281276628375,0.1677197068929672,0.0859052091836929,0.2368907928466797,0.0,0.1499808728694915,0.0417648032307624,0.7771183848381042,0.3761403560638428,0.0455053523182868,0.126349925994873
tbhxcbza_6,angry,0.5279738903045654,0.1561057120561599,0.7020684480667114,0.4694811403751373,0.0870737731456756,0.0,0.1384574621915817,0.0131381815299391,0.0,0.0149222379550337,0.1546456962823867,0.1141310408711433,0.4621006846427917,0.0,0.5519914031028748,0.3543647229671478,0.5247166752815247,0.0987152606248855,0.0734017193317413,0.0560353472828865
zdzxvhjb_6,angry,0.3333250880241394,0.2659697830677032,0.6027494668960571,0.3834864795207977,0.261217325925827,0.0,0.2340199500322342,0.6360664963722229,1.0,0.1732835471630096,0.1417394429445266,0.2380445003509521,0.3986454308032989,1.0,0.6503884196281433,0.0872990041971206,0.9996871948242188,0.9313824772834778,0.1236123368144035,0.1702701151371002
qaaaaaaa_6,angry,0.3575642704963684,0.1045282632112503,0.9186151623725892,0.2955943048000335,0.3853336274623871,1.0,0.8164920806884766,0.9274253845214844,0.0,0.1507806032896042,0.2353475093841552,0.2463976442813873,0.3004801273345947,1.0,0.4508426785469055,0.0112517094239592,0.9997500777244568,0.9336548447608948,0.0231084860861301,0.9132625460624696
pxswopif_6,angry,0.480145126581192,0.2868652641773224,0.5752814412117004,0.593352198600769,0.1058875992894172,0.0,0.2226343154907226,0.270289659500122,0.0,0.214139312505722,0.3445821404457092,0.2626464664936065,0.2425140142440796,1.0,0.1629492342472076,0.0093309488147497,0.99995756149292,0.890917181968689,0.0680526718497276,0.0704749897122383
